Iite,Isim,Iloss,Ipara,Irun,p2,p3,p4,p5,Igrid
11,14,0.77675813,64.6865801  0.0020552  0.3110013 20.9556144,254,64.6865801,0.0020552,0.3110013,20.9556144,333.0-061.0
16,19,0.96697935,69.922211   0.0003915  0.1182397 97.9115356,379,69.922211,0.0003915,0.1182397,97.9115356,333.0-063.0
8,11,0.56587467,66.5418037  0.0031091  0.1145559 39.1064431,179,66.5418037,0.0031091,0.1145559,39.1064431,333.0-065.0
7,29,0.4909675,63.0519001  0.1        0.153125  71.1149544,173,63.0519001,0.1,0.153125,71.1149544,333.0-079.0
12,25,0.43329229,68.902098   0.115625   0.1625    92.9939708,289,68.902098,0.115625,0.1625,92.9939708,333.0-081.0
13,14,0.50293916,60.9632153  0.0987004  0.232215  72.509388 ,302,60.9632153,0.0987004,0.232215,72.509388,333.0-085.0
14,18,0.66857485,67.9541266  0.09375    0.3223449 93.8265533,330,67.9541266,0.09375,0.3223449,93.8265533,333.0-087.0
15,30,0.43543402,61.6666667  0.1        0.31875   41.9307392,366,61.6666667,0.1,0.31875,41.9307392,335.0-079.0
11,11,0.56372881,61.1197159  0.1074575  0.1173191 93.2272127,251,61.1197159,0.1074575,0.1173191,93.2272127,335.0-083.0
12,18,0.52889292,68.3492059  0.0873122  0.2347203 97.4642481,282,68.3492059,0.0873122,0.2347203,97.4642481,335.0-085.0
6,21,0.48427347,69.5353824  0.1034388  0.3463571 82.7738645,141,69.5353824,0.1034388,0.3463571,82.7738645,337.0-081.0
10,14,0.596598,69.8612338  0.1042919  0.1150774 46.6705836,230,69.8612338,0.1042919,0.1150774,46.6705836,337.0-083.0
5,6,0.43779604,69.9627426   0.1         0.1036744 100.       ,102,69.9627426,0.1,0.1036744,100,339.0-081.0
12,24,0.51412757,59.320398   0.090625   0.1222725 75.7744382,288,59.320398,0.090625,0.1222725,75.7744382,339.0-083.0
7,28,0.77548063,54.8958333  0.140625   0.303125  99.8534226,172,54.8958333,0.140625,0.303125,99.8534226,339.0-097.0
11,6,0.7014499,59.5246333  0.1125     0.243577  73.5265035,246,59.5246333,0.1125,0.243577,73.5265035,341.0-079.0
10,23,0.34211476,69.3553161  0.1142454  0.15      99.8057175,239,69.3553161,0.1142454,0.15,99.8057175,341.0-081.0
12,11,0.6008314,67.7641749  0.1089523  0.1792941 71.9450761,275,67.7641749,0.1089523,0.1792941,71.9450761,343.0-079.0
14,19,2.1374357,69.1508662  0.0875     0.30625   99.1709696,331,69.1508662,0.0875,0.30625,99.1709696,343.0-095.0
10,31,0.1666432,62.5121629  0.0000945  0.2768562  9.6991205,247,62.5121629,9.45e-05,0.2768562,9.6991205,345.0-069.0
5,15,0.42317752,63.75       0.090625   0.1637072 53.0977212,111,63.75,0.090625,0.1637072,53.0977212,345.0-079.0
15,11,0.13320366,63.3129421  0.0012606  0.399725  10.600597 ,347,63.3129421,0.0012606,0.399725,10.600597,347.0-067.0
14,23,0.091252202,59.6885592  0.0001029  0.3999707 10.4764115,335,59.6885592,0.0001029,0.3999707,10.4764115,347.0-069.0
15,22,0.5516777,65.3125    0.090625  0.359375 55.46875 ,358,65.3125,0.090625,0.359375,55.46875,347.0-073.0
16,13,0.34271974,66.7153143  0.0972829  0.1966154 70.4733789,373,66.7153143,0.0972829,0.1966154,70.4733789,347.0-079.0
16,19,0.71846074,67.3560798  0.0018152  0.3986025  5.5828823,379,67.3560798,0.0018152,0.3986025,5.5828823,349.0-073.0
13,21,0.44148538,65.0323331  0.1222404  0.3925338 90.97087  ,309,65.0323331,0.1222404,0.3925338,90.97087,349.0-095.0
16,14,1.3679161,65.76327    0.000036   0.3787368  8.5423013,374,65.76327,3.6e-05,0.3787368,8.5423013,353.0-055.0
12,11,0.16169305,52.2916667  0.059375   0.3997585 15.5300338,275,52.2916667,0.059375,0.3997585,15.5300338,353.0-091.0
16,15,0.45621691,45.5003114  0.046875   0.1263299 38.6458333,375,45.5003114,0.046875,0.1263299,38.6458333,353.0-093.0
11,14,0.72428629,69.6242882  0.0006341  0.1193301 11.7060133,254,69.6242882,0.0006341,0.1193301,11.7060133,355.0-053.0
14,2,1.2029306,69.9594298  0.0003938  0.2321339 10.03975  ,314,69.9594298,0.0003938,0.2321339,10.03975,355.0-055.0
6,31,1.78614,69.7705206  0.0015265  0.130863  11.7124673,151,69.7705206,0.0015265,0.130863,11.7124673,357.0-051.0
16,19,1.3637325,69.594376   0.0002392  0.3849832 11.427562 ,379,69.594376,0.0002392,0.3849832,11.427562,357.0-053.0
14,4,0.60222308,59.8920992  0.0347635  0.3365565 13.6114782,316,59.8920992,0.0347635,0.3365565,13.6114782,357.0-071.0
11,4,0.60675739,65.4955377  0.0899081  0.1674483 28.6158753,244,65.4955377,0.0899081,0.1674483,28.6158753,357.0-073.0
11,26,0.71602299,63.292943   0.0296371  0.2323072 12.6732218,266,63.292943,0.0296371,0.2323072,12.6732218,359.0-071.0
5,25,0.64223949,55.4166667  0.075      0.3639626 53.9249832,121,55.4166667,0.075,0.3639626,53.9249832,359.0-073.0
10,14,0.20020946,69.8880437  0.08125    0.3101773 75.4612638,230,69.8880437,0.08125,0.3101773,75.4612638,359.0-081.0
