lon,lat,lonr,latr,age,AGB,BGB,GPP,NPP,gf_flag,Igrid
,,27,-33,40,36.1328693933315,8.43712687488685,4.19730667255855,2.54711886875829,,207.0-057.0
,,29,-33,46,64.9690196722796,18.1590568047475,5.2302801992528,2.66831257783313,,209.0-057.0
,,29,-31,49,77.6382192351135,23.0759482143562,6.82858229009635,3.36595792095432,,209.0-059.0
,,31,-31,49,68.2207172595743,19.347980233771,4.50148898153663,2.74116339090729,,211.0-059.0
,,33,-29,45,145.796210404698,54.2207913815326,6.20425356708186,2.75283010073284,,213.0-061.0
,,33,-27,49,92.3954219820286,29.5334251412356,3.21379870886475,1.79873582113053,,213.0-063.0
,,33,27,50,12.0389289469188,2.17036609839475,0.597808219178082,0.203835616438356,,213.0-117.0
,,35,-23,50,67.602472920857,19.317523265208,5.60970712270599,2.60372509670477,,215.0-067.0
,,35,-19,49,123.69882205758,43.2474012558205,5.69693449847222,1.80501134648053,,215.0-071.0
,,35,23,50,5.72860427289965,0.816638115378921,0.25351598173516,0.0882191780821918,,215.0-113.0
,,35,25,50,5.35850533888053,0.716512811118049,0.655890410958904,0.27041095890411,,215.0-115.0
,,35,27,38,7.84443884461782,1.17410529084779,0.509912826899128,0.250112079701121,,215.0-117.0
,,35,29,49,6.74878208625597,0.918791345798014,0.441369863013699,0.147808219178082,,215.0-119.0
,,37,-17,49,154.701866484798,57.4592416989324,4.21486073495295,1.80710838665598,,217.0-073.0
,,37,19,49,17.6189027600091,3.50714115998212,0.470821917808219,0.198984689766318,,217.0-109.0
,,37,21,50,8.0148429629744,1.20668468302385,5.06044583341985,1.60662062780601,,217.0-111.0
,,37,25,48,39.524621997202,9.60151096305341,1.7316162712997,0.844873037086535,,217.0-115.0
,,37,27,47,13.6927402032772,2.4024422788273,0.259794520547945,0.0975342465753425,,217.0-117.0
,,39,-17,50,115.216602061156,39.1818292061093,5.36383200023425,2.11191325502291,,219.0-073.0
,,39,-11,49,74.0143668372935,21.8097581741325,4.82663727587552,2.46482875727383,,219.0-079.0
,,39,-7,49,122.337892655409,42.8441202846675,6.24201025707909,1.98360759418901,,219.0-083.0
,,39,-3,50,83.4110083912933,25.4491018246345,5.0396969406683,2.03564343502077,,219.0-087.0
,,39,15,49,8.59446441749896,1.66064348729018,0.490843903263995,0.174165398274987,,219.0-105.0
,,39,17,50,16.8288599803273,3.36612828053428,1.2598333772392,0.524832718651212,,219.0-107.0
,,39,19,50,42.1211641428561,11.545160176395,0.694846480869154,0.254624468587624,,219.0-109.0
,,39,21,49,49.4886177791259,14.1317751040871,0.342465753424658,0.150684931506849,,219.0-111.0
,,39,23,46,21.5285640957737,4.91722177169653,0.637846008502598,0.234076523382145,,219.0-113.0
,,39,25,21,7.49927372713706,1.08623633432912,0.351780821917808,0.0934246575342466,,219.0-115.0
,,41,-23,50,119.495226707729,41.0441267318339,6.78714175104229,3.36123466349017,,221.0-067.0
,,41,-17,49,132.210535295131,46.4379091967996,2.58243558468179,1.40541261890671,,221.0-073.0
,,41,-15,50,84.1899514406094,25.754706182301,5.34524728818418,2.21188514573653,,221.0-075.0
,,41,-13,50,83.2384038568434,25.6435542636408,5.24260293496567,2.21373535574205,,221.0-077.0
,,41,-11,50,104.985252556516,34.5691829943573,5.8934723928195,2.29316026485278,,221.0-079.0
,,41,-3,49,49.4196913968479,13.3787652079039,4.86725817310459,1.89792353811134,,221.0-087.0
,,41,-1,49,39.9198855517643,10.0743908261043,4.98089991366234,1.95109559844787,,221.0-089.0
,,41,15,50,13.8563662346674,2.75428052516339,1.53477734117089,0.569568913019788,,221.0-105.0
,,41,17,49,37.788098596444,9.7429050000169,1.12076198630137,0.474200556506849,,221.0-107.0
,,41,19,50,27.9640258924542,6.62688035318842,1.14798758798153,0.504456217361689,,221.0-109.0
,,41,21,47,26.7452226080356,5.95293176800365,0.51065001343003,0.160480795057749,,221.0-111.0
,,43,-23,49,85.6945977082532,26.9585965952265,3.61216504506491,2.06007579724925,,223.0-067.0
,,43,-21,50,61.5823346336867,17.4627689427387,3.62709209744992,1.38656293212737,,223.0-069.0
,,43,-17,45,28.0045504265606,6.3623960746238,3.90589910955584,1.82005066434704,,223.0-073.0
,,43,-13,50,81.86971138615,25.3593159959809,8.30085879873551,2.90524762908325,,223.0-077.0
,,43,-11,41,59.8003682882453,16.6413354709176,4.49315068493151,2.34027397260274,,223.0-079.0
,,43,-1,50,38.3627745123434,9.28771667006762,4.01758240759672,1.9847824802926,,223.0-089.0
,,43,11,46,32.2643330776891,9.37545979635302,1.58865522853655,0.698567747185678,,223.0-101.0
,,43,13,50,14.2642021982664,3.04344699279401,2.19837404925218,0.900542638706,,223.0-103.0
,,43,15,48,29.3025178973366,7.31597003473783,1.37038249421811,0.629421415722786,,223.0-105.0
,,43,17,48,27.498725266074,6.45538033487132,0.841453869570308,0.270485891581782,,223.0-107.0
,,45,-25,48,100.472252870995,32.5117192738264,2.10902956020187,1.21927901946647,,225.0-065.0
,,45,-21,50,114.18649527368,38.994432836783,3.12845410652057,1.54610445723802,,225.0-069.0
,,45,-19,49,78.5713418005891,24.5297090192748,4.18390032823111,1.68235902312096,,225.0-071.0
,,45,-17,49,82.4520466481388,25.7533204438308,3.66583634071933,1.79912255398402,,225.0-073.0
,,45,-15,49,95.0705863833803,30.8380206829052,5.43117783421877,1.46093063142945,,225.0-075.0
,,45,-13,49,75.3455509494243,22.8674632369744,6.60380278501076,2.6827397260274,,225.0-077.0
,,45,11,48,1.96869713442847,0.183965783813024,1.65400684931507,0.762667971298108,,225.0-101.0
,,47,-17,47,134.11123126417,48.7757143767551,2.63925427714739,1.38496207889941,,227.0-073.0
,,47,-13,50,54.8069762303751,15.9870364543171,5.7946168960936,2.48320862779248,,227.0-077.0
,,47,-9,50,25.9120699649075,5.59722828424278,6.17437190323521,2.06376275138444,,227.0-081.0
,,49,-17,50,82.7524406355609,25.4686949186459,8.02922753367817,3.19054510316603,,229.0-073.0
,,49,-15,50,104.287725478753,35.1311064469159,4.71339111888547,2.11465197124914,,229.0-075.0
,,49,-11,50,30.8554977606866,6.95234202083189,5.85271232876712,3.0919202988792,,229.0-079.0
,,49,27,49,23.2554851606256,4.90883935822059,0.600572851805729,0.0836363636363636,,229.0-117.0
,,51,-15,50,119.155907036449,40.7526642307854,8.7533863366075,3.59435757388891,,231.0-075.0
,,51,11,48,19.5178344037229,3.74092222921416,1.19273311289561,0.587196976854039,,231.0-101.0
,,51,25,47,35.8948224188626,8.71346142433066,1.67969412647776,0.494015762807281,,231.0-115.0
